neighborhood_name,classification_name,property_type_name,price,area
حي/الموظفين بسر لعصان,سكني,قطعة أرض,1000000,420
حي/جوحان,سكني,قطعة أرض,650000,550
حي/شعب عما بقرية ال جرجر بنى مالك,سكني,قطعة أرض,466500,412.26
حي/ال غليظ,سكني,قطعة أرض,1120682,1000
حي/الخارجه بنى مالك,سكني,قطعة أرض,300000,705
حي/المحاله,سكني,قطعة أرض,600000,709
حي/جوحان,سكني,قطعة أرض,1100000,507
حي/جوحان,تجاري,قطعة أرض,1350000,646
حي/سر السريحه حجلا مدينة سلطان,سكني,قطعة أرض,1000000,300
حي/شعب المضمام حجلا بنى مالك,سكني,قطعة أرض,300000,625
حي/ال غليظ,سكني,قطعة أرض,600000,648
حي/ال غليظ,سكني,قطعة أرض,600000,750
حي/المحالة,سكني,قطعة أرض,600000,758
حي/المحاله,سكني,قطعة أرض,300000,350
حي/المحاله,تجاري,قطعة أرض,500000,745.5
حي/المنسك,سكني,شقة,570000,169.87
حي/الهيام شمال العرين,سكني,قطعة أرض,850000,680
حي/مربه,سكني,قطعة أرض,50000,800
حي/اعالى شعير الشرقى بحجلا,زراعي,شقة,525000,220.48
حي/المحالة مدينة سلطان,سكني,قطعة أرض,1000000,734
حي/حجلا,زراعي,شقة,800000,221.73
حي/شمال ابها,سكني,قطعة أرض,100000,864.6
حي/ال غليظ,تجاري,قطعة أرض,1100000,1035
حي/العكاس وال زيدى,سكني,قطعة أرض,750000,312.5
حي/القانه النور,سكني,قطعة أرض,3000000,3073
حي/المحالة بمدينة سلطان,سكني,قطعة أرض,200000,750
حي/المحاله,سكني,قطعة أرض,2000000,556.38
حي/حجلا,سكني,قطعة أرض,350000,450
حي/مدينة سلطان,سكني,قطعة أرض,511700,554
حي/مدينة سلطان,سكني,قطعة أرض,290000,600
حي/الخارجه بنى مالك,سكني,قطعة أرض,100000,360
حي/العرين,سكني,قطعة أرض,1100000,750
حي/المحاله,زراعي,شقة,480000,205.39
حي/رظف شمال و شرق مصلى العيدين,سكني,قطعة أرض,500000,927.5
حي/شرق طريق المحاله,سكني,قطعة أرض,700000,1072.5
حي/قرية جوحان,سكني,قطعة أرض,800000,775
حي/ال غليظ,سكني,قطعة أرض,400000,794.11
حي/الفريض,سكني,قطعة أرض,270000,690
حي/المحاله,سكني,قطعة أرض,1070000,700
حي/المنهل,سكني,قطعة أرض,1106777,324
حي/النميص بالمنسك,سكني,شقة,763491,239.65
حي/شعب عما بقرية ال جرجر بنى مالك,سكني,قطعة أرض,250000,300
حي/شعب عما بقرية ال جرجر بنى مالك,سكني,قطعة أرض,250000,300
حي/شمال ابها,سكني,قطعة أرض,50000,650
حي/أخرى,سكني,قطعة أرض,510000,1228
حي/ال غليظ,زراعي,شقة,522947,169.85
حي/الحضيرة علكم,سكني,قطعة أرض,350000,660
حي/السلمه ال غليظ,سكني,قطعة أرض,260000,310.5
حي/المحاله,سكني,شقة,179835,290.9
حي/المحالة بمدينة سلطان,سكني,قطعة أرض,440000,777.5
حي/المحالة مدينة سلطان,سكني,قطعة أرض,800000,750
حي/حجلا,سكني,قطعة أرض,400000,456
حي/سر العبب,زراعي,شقة,825000,285.29
حي/شامية ال عاصم,سكني,قطعة أرض,100000,672.7
حي/لعصان,سكني,قطعة أرض,600000,556.96
حي/1181/ 1427 /ع /1 /1 (المعدل)/س,زراعي,قطعة أرض,80000,520.5
حي/831 الوادى الاخضر,سكني,قطعة أرض,100000,780
حي/المحاله,زراعي,شقة,805000,319.32
حي/المروج بالمنسك,زراعي,شقة,540000,223.76
حي/جوحان,سكني,قطعة أرض,500000,400
حي/جوحان,تجاري,قطعة أرض,1500000,700
حي/جوحان,سكني,قطعة أرض,500000,400
حي/جوحان,تجاري,قطعة أرض,1500000,700
حي/جوحان,سكني,قطعة أرض,500000,400
حي/جوحان,تجاري,قطعة أرض,1500000,700
حي/جوحان,سكني,قطعة أرض,500000,400
حي/جوحان,تجاري,قطعة أرض,1500000,700
حي/جوحان,سكني,قطعة أرض,500000,449
حي/جوحان,تجاري,قطعة أرض,1500000,791
حي/ذره الجنوبيه,زراعي,شقة,280000,82.65
حي/قاعد,زراعي,شقة,1600000,467.28
حي/1/ م/ س المعدل2,سكني,قطعة أرض,80000,500
حي/ال غليظ,سكني,قطعة أرض,300000,630.75
حي/الحضيرة علكم,سكني,قطعة أرض,100000,616.68
حي/الخارجه بنى مالك,سكني,قطعة أرض,450000,705
حي/المحاله,زراعي,شقة,725000,217.69
حي/المحاله,سكني,قطعة أرض,1500000,372.3
حي/النميص بالمنسك,سكني,قطعة أرض,200000,640
"حي/رميداء بنى مالك",سكني,قطعة أرض,495171,315
حي/مدينة سلطان,تجاري,قطعة أرض,700000,640
حي/مدينة سلطان,سكني,قطعة أرض,200000,695.5
حي/ال غليظ,سكني,قطعة أرض,585000,600
حي/المحالة مدينة سلطان,سكني,قطعة أرض,400000,862.5
حي/سر لعصان,سكني,قطعة أرض,800000,390
حي/42/ 1412/ ج/ 10,سكني,قطعة أرض,10000,900
حي/ال غليظ,سكني,قطعة أرض,800000,750
حي/سر العوفه طريق ابها الطائف,سكني,شقة,200000,96.4
حي/سر لعصان,سكني,قطعة أرض,79000,625
حي/شامية ال عاصم,سكني,قطعة أرض,200000,550
حي/أخرى,زراعي,أرض زراعية,100000,3972.76
حي/الخارجه بنى مالك,سكني,قطعة أرض,440000,701
حي/رضف,سكني,قطعة أرض,359100,398.94
حي/ضلع,سكني,قطعة أرض,100000,410
حي/المحاله,سكني,قطعة أرض,350000,585
حي/حجلا,سكني,قطعة أرض,100000,560
حي/مربه,سكني,قطعة أرض,40000,791
حي/ال ينفع بتمنية,سكني,قطعة أرض,225000,400
حي/المحالة بمدينة سلطان,سكني,قطعة أرض,330000,750
حي/جوحان,تجاري,قطعة أرض,2096150,791
حي/العرين,سكني,قطعة أرض,55000,312.8
حي/العرين,سكني,قطعة أرض,55000,340.2
حي/الجو ربيعه ورفيده,زراعي,أرض زراعية,100000,5465.2
حي/المحالة,سكني,قطعة أرض,400000,744.38
حي/المنسك,سكني,شقة,460000,225
حي/النميص بالمنسك,سكني,شقة,550000,180.36
حي/شعب جبار بنى مالك عسير,سكني,قطعة أرض,700000,804
حي/ال على بتمنية,سكني,قطعة أرض,20000,450
حي/المحاله,سكني,شقة,770160,287.79
حي/حجلا,سكني,قطعة أرض,200000,400
حي/حجلا,سكني,قطعة أرض,200000,392
"حي/مشيع المكان المسمى المختباء",سكني,قطعة أرض,580000,562.5
حي/الخشع,سكني,قطعة أرض,150000,59.3
حي/الخشع,سكني,بيت,200000,136.87
حي/المنسك بابها,زراعي,شقة,1000000,432.01
حي/حجلا,زراعي,شقة,900000,289.16
حي/حجلا,سكني,قطعة أرض,10000,210
حي/المحالة,سكني,قطعة أرض,212000,328.2697
حي/الهيام شمال العرين,زراعي,شقة,1300000,451.16
حي/جوحان,سكني,قطعة أرض,1700000,300
حي/جوحان,سكني,قطعة أرض,750000,449
"حي/حجلاء",سكني,قطعة أرض,150000000,618341.11
حي/ال ابو شوحطة بمدينة سلطان,سكني,قطعة أرض,115000,400
حي/ال غليظ,سكني,قطعة أرض,500000,750
حي/الخشع,سكني,قطعة أرض,1000000,445
حي/السامر,سكني,قطعة أرض,2250000,500
حي/المحالة بمدينة سلطان,سكني,قطعة أرض,400000,750
حي/النميص بالمنسك,سكني,شقة,406605,180.36
حي/رظف شمال و شرق مصلى العيدين,سكني,قطعة أرض,700000,612.75
حي/لعصان,سكني,قطعة أرض,2800000,642
حي/آل غليظ,زراعي,شقة,800000,268.86
حي/الداره,سكني,قطعة أرض,550000,638
حي/المحالة,زراعي,شقة,615000,212.31
حي/المحاله,سكني,شقة,585000,287.79
حي/خارف بنى منبح/ 24/ 1406/ج/ 10,تجاري,قطعة أرض,50000,900
حي/ذره الغربيه,سكني,قطعة أرض,1650000,505
حي/سرثبته,زراعي,شقة,1400000,468.12
حي/السوده,سكني,قطعة أرض,630000,900
حي/المنسك بابها,سكني,قطعة أرض,1000000,587.75
حي/حجلا,سكني,قطعة أرض,1000000,425
حي/حجلا,سكني,قطعة أرض,420000,450
حي/مدينة سلطان,سكني,قطعة أرض,2250000,626
حي/715 بصلحلح بللحمر,سكني,قطعة أرض,30000,630
حي/ال غليظ,سكني,قطعة أرض,500000,475
حي/ال غليظ,زراعي,شقة,519650,160.09
حي/ال غليظ,تجاري,قطعة أرض,950000,810.7
حي/السوده,تجاري,قطعة أرض,800000,900
حي/المنسك بابها,زراعي,شقة,490000,172.86
حي/النميص سر ذى النميص,زراعي,شقة,150000,215.15
حي/النميص سر ذى النميص,زراعي,شقة,150000,215.15
حي/النميص سر ذى النميص,زراعي,شقة,150000,269.07
حي/النميص سر ذى النميص,زراعي,شقة,150000,193.71
حي/النميص سر ذى النميص,زراعي,شقة,150000,215.15
حي/النميص سر ذى النميص,زراعي,شقة,150000,215.15
حي/النميص سر ذى النميص,زراعي,شقة,100000,193.71
حي/حجلا,سكني,قطعة أرض,130000,400
حي/حجلا,سكني,قطعة أرض,100000,400
حي/حجلا,سكني,شقة,70000,136.86
حي/حجلا المسماه الحمراوين,سكني,قطعة أرض,1600000,265
حي/سر الخباطى الشرف,سكني,قطعة أرض,1441000,7778
حي/سرثبته,زراعي,شقة,1400000,468.12
حي/مدينة سلطان,سكني,قطعة أرض,50000,840
حي/1181/ 1427 /ع /1 /1 (المعدل)/س,زراعي,قطعة أرض,560000,525
حي/ال جليحه,سكني,قطعة أرض,20000,754
حي/المختبى شعب الندى المدندن بالنميص,سكني,قطعة أرض,1800000,564
حي/المنتطح,سكني,قطعة أرض,700000,607.5
حي/الهيام شمال العرين,سكني,قطعة أرض,400000,672.5
حي/حجلا,سكني,قطعة أرض,500000,416
حي/حجلا,سكني,قطعة أرض,20000,456
حي/حجلا,سكني,قطعة أرض,20000,465
حي/ربيعه ورفيده,سكني,قطعة أرض,20000,1123.88
حي/سر الخباطى الشرف,سكني,قطعة أرض,5550000,7778
حي/اعالى شعير الشرقى بحجلا,سكني,قطعة أرض,150000,602
حي/اعالى شعير الشرقى بحجلا,تجاري,شقة,200000,205.4
حي/اعالى شعير الشرقى بحجلا,سكني,قطعة أرض,200000,645
حي/ال غليظ,زراعي,شقة,520000,201
حي/الوصايف,زراعي,شقة,1150000,450.84
حي/الوصايف,زراعي,شقة,750000,200.79
حي/ربيعه ورفيده,زراعي,أرض زراعية,590000,2300
حي/سر السريحه حجلا مدينة سلطان,زراعي,شقة,630000,224.88
حي/سر السريحه حجلا مدينة سلطان,سكني,قطعة أرض,880000,256.91
حي/المحاله,سكني,قطعة أرض,1550000,420
حي/السودة,سكني,قطعة أرض,90000,944
حي/المحالة,زراعي,شقة,540000,221.7
حي/المحالة مدينة سلطان,سكني,قطعة أرض,650000,600
حي/المحالة مدينة سلطان,سكني,قطعة أرض,846300,604.5
حي/المحاله,سكني,قطعة أرض,790000,700
حي/المشاربه مقابل قوات الطوارى على طريق بنى مالك,سكني,قطعة أرض,40000,805
حي/الهيام شمال العرين,سكني,قطعة أرض,600000,653.4
حي/لعصان,سكني,شقة,199217,219.8
حي/مدينة سلطان,سكني,قطعة أرض,249000,312.5
حي/ال بوخشرم,سكني,قطعة أرض,50000,331
حي/الحمراوين,سكني,قطعة أرض,1100000,1163
حي/العثربان,سكني,قطعة أرض,1000000,800
حي/القارية بتمنية,سكني,قطعة أرض,172000,450
حي/المحاله,سكني,قطعة أرض,692526,795.5
حي/النميص بالمنسك,سكني,شقة,473000,196.6
حي/الهيام شمال العرين,زراعي,شقة,1300000,404.24
حي/جوحان,تجاري,قطعة أرض,688800,861
حي/جوحان,تجاري,قطعة أرض,592800,741
حي/715 بصلحلح بللحمر,سكني,قطعة أرض,20000,630
حي/شامية ال عاصم,سكني,قطعة أرض,150000,600
حي/شرق حى الموظفين,تجاري,شقة,388855,183.7
حي/شرق حى الموظفين,تجاري,شقة,388855,183.7
حي/شمال ابها,سكني,قطعة أرض,50000,751.75
حي/شمال ابها,سكني,قطعة أرض,220000,650
حي/لعصان,زراعي,شقة,730000,220.35
حي/لعصان,سكني,شقة,214927,200.13
حي/1/ م/ س المعدل2,سكني,قطعة أرض,650000,500
حي/أخرى,سكني,قطعة أرض,100000,760
حي/أخرى,سكني,قطعة أرض,100000,760
حي/العرين,سكني,قطعة أرض,400000,862.5
حي/المحالة بمدينة سلطان,سكني,قطعة أرض,99000,899
حي/جوحان,سكني,قطعة أرض,100000,305.5
حي/سلبة بنى مالك,سكني,قطعة أرض,1650000,718.1
حي/مربه,سكني,قطعة أرض,100000,760
حي/الخارجه بنى مالك,سكني,قطعة أرض,400000,750
